instance,n_cranes,strategy,cost,lb_mc,gap,n_steps,interference,time_s
mc_R021608_005_c3.txt,2,S2,17497.2,15828.3,10.54,146,0.0,1.286
mc_R021608_005_c3.txt,2,S3,17661.6,15828.3,11.58,146,69.0,1.305
mc_R021608_005_c3.txt,2,S4,17497.2,15828.3,10.54,146,0.0,1.29
mc_R021608_005_c3.txt,3,S1,17540.7,16050.3,9.29,146,100.0,1.305
mc_R021608_005_c3.txt,3,S2,17540.7,16050.3,9.29,146,0.0,1.281
mc_R021608_005_c3.txt,3,S3,17540.7,16050.3,9.29,146,100.0,1.269
mc_R021608_005_c3.txt,3,S4,17497.2,16050.3,9.01,146,0.0,1.316
mc_R041606_001_c2.txt,2,S1,30261.8,26817.4,12.84,194,85.0,2.127
mc_R041606_001_c2.txt,2,S2,30191.2,26817.4,12.58,194,0.0,2.013
mc_R041606_001_c2.txt,2,S3,30261.8,26817.4,12.84,194,85.0,2.03
mc_R041606_001_c2.txt,2,S4,30079.2,26817.4,12.16,194,0.0,2.053
mc_R041606_001_c2.txt,3,S1,29058.4,25958.8,11.94,194,116.0,1.941
mc_R041606_001_c2.txt,3,S2,29224.6,25958.8,12.58,194,0.0,2.07
mc_R041606_001_c2.txt,3,S3,29058.4,25958.8,11.94,194,116.0,1.931
mc_R041606_001_c2.txt,3,S4,28986.1,25958.8,11.66,194,0.0,1.96
mc_R041606_001_c3.txt,2,S1,30261.8,26817.4,12.84,194,85.0,2.039
mc_R041606_001_c3.txt,2,S2,30191.2,26817.4,12.58,194,0.0,1.932
mc_R041606_001_c3.txt,2,S3,30261.8,26817.4,12.84,194,85.0,1.954
mc_R041606_001_c3.txt,2,S4,30079.2,26817.4,12.16,194,0.0,1.942
mc_R041606_001_c3.txt,3,S1,29058.4,25958.8,11.94,194,116.0,1.952
mc_R041606_001_c3.txt,3,S2,29224.6,25958.8,12.58,194,0.0,1.896
mc_R041606_001_c3.txt,3,S3,29058.4,25958.8,11.94,194,116.0,2.061
mc_R041606_001_c3.txt,3,S4,28986.1,25958.8,11.66,194,0.0,2.325
mc_R041606_002_c2.txt,2,S1,28212.5,25689.1,9.82,171,71.0,1.713
mc_R041606_002_c2.txt,2,S2,28153.6,25689.1,9.59,171,1.0,1.733
mc_R041606_002_c2.txt,2,S3,28212.5,25689.1,9.82,171,71.0,1.675
mc_R041606_002_c2.txt,2,S4,28246.6,25689.1,9.96,171,0.0,2.135
mc_R041606_002_c2.txt,3,S1,27487.4,24916.9,10.32,171,108.0,6.433
mc_R041606_002_c2.txt,3,S2,27327.1,24916.9,9.67,171,1.0,4.424
mc_R041606_002_c2.txt,3,S3,27487.4,24916.9,10.32,171,108.0,4.432
mc_R041606_002_c2.txt,3,S4,27475.6,24916.9,10.27,171,0.0,4.377
mc_R041606_002_c3.txt,2,S1,28212.5,25689.1,9.82,171,71.0,4.392
mc_R041606_002_c3.txt,2,S2,28153.6,25689.1,9.59,171,1.0,4.393
mc_R041606_002_c3.txt,2,S3,28212.5,25689.1,9.82,171,71.0,4.372
mc_R041606_002_c3.txt,2,S4,28246.6,25689.1,9.96,171,0.0,4.363
mc_R041606_002_c3.txt,3,S1,27487.4,24916.9,10.32,171,108.0,4.476
mc_R041606_002_c3.txt,3,S2,27327.1,24916.9,9.67,171,1.0,3.393
mc_R041606_002_c3.txt,3,S3,27487.4,24916.9,10.32,171,108.0,1.591
mc_R041606_002_c3.txt,3,S4,27475.6,24916.9,10.27,171,0.0,1.279
mc_R041606_003_c2.txt,2,S1,28381.2,25977.8,9.25,160,68.0,1.235
mc_R041606_003_c2.txt,2,S2,28091.2,25977.8,8.14,160,0.0,1.977
mc_R041606_003_c2.txt,2,S3,28381.2,25977.8,9.25,160,68.0,1.816
mc_R041606_003_c2.txt,2,S4,28227.4,25977.8,8.66,160,0.0,1.682
mc_R041606_003_c2.txt,3,S1,27534.2,25248.8,9.05,160,99.0,1.703
mc_R041606_003_c2.txt,3,S2,26968.6,25248.8,6.81,160,0.0,1.707
mc_R041606_003_c2.txt,3,S3,27534.2,25248.8,9.05,160,99.0,1.804
mc_R041606_003_c2.txt,3,S4,27238.0,25248.8,7.88,160,0.0,1.825
mc_R041606_003_c3.txt,2,S1,28381.2,25977.8,9.25,160,68.0,1.884
mc_R041606_003_c3.txt,2,S2,28091.2,25977.8,8.14,160,0.0,1.62
mc_R041606_003_c3.txt,2,S3,28381.2,25977.8,9.25,160,68.0,1.597
mc_R041606_003_c3.txt,2,S4,28227.4,25977.8,8.66,160,0.0,1.718
mc_R041606_003_c3.txt,3,S1,27534.2,25248.8,9.05,160,99.0,1.681
mc_R041606_003_c3.txt,3,S2,26968.6,25248.8,6.81,160,0.0,1.622
mc_R041606_003_c3.txt,3,S3,27534.2,25248.8,9.05,160,99.0,1.681
mc_R041606_003_c3.txt,3,S4,27238.0,25248.8,7.88,160,0.0,1.659
mc_R041606_004_c2.txt,2,S1,28947.6,25698.4,12.64,178,75.0,1.835
mc_R041606_004_c2.txt,2,S2,28802.8,25698.4,12.08,178,0.0,3.213
mc_R041606_004_c2.txt,2,S3,28947.6,25698.4,12.64,178,75.0,5.899
mc_R041606_004_c2.txt,2,S4,28553.2,25698.4,11.11,178,0.0,4.558
mc_R041606_004_c2.txt,3,S1,27623.5,24910.0,10.89,178,104.0,4.566
mc_R041606_004_c2.txt,3,S2,27502.6,24910.0,10.41,178,0.0,4.55
mc_R041606_004_c2.txt,3,S3,27623.5,24910.0,10.89,178,104.0,4.64
mc_R041606_004_c2.txt,3,S4,27562.9,24910.0,10.65,178,0.0,4.387
mc_R041606_004_c3.txt,2,S1,28947.6,25698.4,12.64,178,75.0,1.277
mc_R041606_004_c3.txt,2,S2,28802.8,25698.4,12.08,178,0.0,1.249
mc_R041606_004_c3.txt,2,S3,28947.6,25698.4,12.64,178,75.0,1.262
mc_R041606_004_c3.txt,2,S4,28553.2,25698.4,11.11,178,0.0,1.975
mc_R041606_004_c3.txt,3,S1,27623.5,24910.0,10.89,178,104.0,1.954
mc_R041606_004_c3.txt,3,S2,27502.6,24910.0,10.41,178,0.0,1.928
mc_R041606_004_c3.txt,3,S3,27623.5,24910.0,10.89,178,104.0,1.878
mc_R041606_004_c3.txt,3,S4,27562.9,24910.0,10.65,178,0.0,1.946
mc_R041606_005_c2.txt,2,S1,28802.4,26250.4,9.72,172,73.0,1.817
mc_R041606_005_c2.txt,2,S2,28897.8,26250.4,10.09,172,0.0,1.816
mc_R041606_005_c2.txt,2,S3,28802.4,26250.4,9.72,172,73.0,2.003
mc_R041606_005_c2.txt,2,S4,28961.3,26250.4,10.33,172,0.0,1.783
mc_R041606_005_c2.txt,3,S1,28245.4,25435.0,11.05,172,106.0,1.721
mc_R041606_005_c2.txt,3,S2,27914.1,25435.0,9.75,172,0.0,1.701
mc_R041606_005_c2.txt,3,S3,28245.4,25435.0,11.05,172,106.0,1.78
mc_R041606_005_c2.txt,3,S4,28149.6,25435.0,10.67,172,0.0,1.77
mc_R041606_005_c3.txt,2,S1,28802.4,26250.4,9.72,172,73.0,1.741
mc_R041606_005_c3.txt,2,S2,28897.8,26250.4,10.09,172,0.0,1.723
mc_R041606_005_c3.txt,2,S3,28802.4,26250.4,9.72,172,73.0,1.709
mc_R041606_005_c3.txt,2,S4,28961.3,26250.4,10.33,172,0.0,1.669
mc_R041606_005_c3.txt,3,S1,28245.4,25435.0,11.05,172,106.0,1.742
mc_R041606_005_c3.txt,3,S2,27914.1,25435.0,9.75,172,0.0,1.729
mc_R041606_005_c3.txt,3,S3,28245.4,25435.0,11.05,172,106.0,1.732
mc_R041606_005_c3.txt,3,S4,28149.6,25435.0,10.67,172,0.0,1.753
mc_R041608_001_c2.txt,2,S1,41884.9,36026.6,16.26,299,133.0,3.061
mc_R041608_001_c2.txt,2,S2,41683.5,36026.6,15.7,299,0.0,2.96
mc_R041608_001_c2.txt,2,S3,41884.9,36026.6,16.26,299,133.0,3.001
mc_R041608_001_c2.txt,2,S4,41568.5,36026.6,15.38,299,0.0,3.044
mc_R041608_001_c2.txt,3,S1,40231.3,34827.8,15.51,299,188.0,2.971
mc_R041608_001_c2.txt,3,S2,40302.3,34827.8,15.72,299,0.0,3.019
mc_R041608_001_c2.txt,3,S3,40231.3,34827.8,15.51,299,188.0,2.931
mc_R041608_001_c2.txt,3,S4,40128.3,34827.8,15.22,299,0.0,3.05
mc_R041608_001_c3.txt,2,S1,41884.9,36026.6,16.26,299,133.0,3.018
mc_R041608_001_c3.txt,2,S2,41683.5,36026.6,15.7,299,0.0,2.988
mc_R041608_001_c3.txt,2,S3,41884.9,36026.6,16.26,299,133.0,3.013
mc_R041608_001_c3.txt,2,S4,41568.5,36026.6,15.38,299,0.0,2.998
mc_R041608_001_c3.txt,3,S1,40231.3,34827.8,15.51,299,188.0,3.239
mc_R041608_001_c3.txt,3,S2,40302.3,34827.8,15.72,299,0.0,3.165
mc_R041608_001_c3.txt,3,S3,40231.3,34827.8,15.51,299,188.0,2.985
mc_R041608_001_c3.txt,3,S4,40128.3,34827.8,15.22,299,0.0,2.955
mc_R041608_002_c2.txt,2,S1,42335.5,35433.2,19.48,320,142.0,3.111
mc_R041608_002_c2.txt,2,S2,42123.3,35433.2,18.88,320,0.0,3.24
mc_R041608_002_c2.txt,2,S3,42335.5,35433.2,19.48,320,142.0,3.147
mc_R041608_002_c2.txt,2,S4,41904.3,35433.2,18.26,320,0.0,3.138
mc_R041608_002_c2.txt,3,S1,40657.3,34153.4,19.04,320,200.0,3.191
mc_R041608_002_c2.txt,3,S2,40619.1,34153.4,18.93,320,0.0,3.142
mc_R041608_002_c2.txt,3,S3,40657.3,34153.4,19.04,320,200.0,3.222
mc_R041608_002_c2.txt,3,S4,40805.1,34153.4,19.48,320,0.0,3.483
mc_R041608_002_c3.txt,2,S1,42335.5,35433.2,19.48,320,142.0,3.315
mc_R041608_002_c3.txt,2,S2,42123.3,35433.2,18.88,320,0.0,3.126
mc_R041608_002_c3.txt,2,S3,42335.5,35433.2,19.48,320,142.0,3.272
mc_R041608_002_c3.txt,2,S4,41904.3,35433.2,18.26,320,0.0,3.231
mc_R041608_002_c3.txt,3,S1,40657.3,34153.4,19.04,320,200.0,3.242
mc_R041608_002_c3.txt,3,S2,40619.1,34153.4,18.93,320,0.0,3.224
mc_R041608_002_c3.txt,3,S3,40657.3,34153.4,19.04,320,200.0,3.363
mc_R041608_002_c3.txt,3,S4,40805.1,34153.4,19.48,320,0.0,3.307
mc_R041608_003_c2.txt,2,S1,40805.6,34944.0,16.77,286,118.0,2.985
mc_R041608_003_c2.txt,2,S2,40533.7,34944.0,16.0,286,1.0,2.989
mc_R041608_003_c2.txt,2,S3,40805.6,34944.0,16.77,286,118.0,2.955
mc_R041608_003_c2.txt,2,S4,40605.7,34944.0,16.2,286,0.0,3.011
mc_R041608_003_c2.txt,3,S1,39066.6,33739.8,15.79,286,174.0,3.0
mc_R041608_003_c2.txt,3,S2,38989.3,33739.8,15.56,286,1.0,3.105
mc_R041608_003_c2.txt,3,S3,39066.6,33739.8,15.79,286,174.0,3.607
mc_R041608_003_c2.txt,3,S4,39309.4,33739.8,16.51,286,0.0,3.273
mc_R041608_003_c3.txt,2,S1,40805.6,34944.0,16.77,286,118.0,3.241
mc_R041608_003_c3.txt,2,S2,40533.7,34944.0,16.0,286,1.0,3.054
mc_R041608_003_c3.txt,2,S3,40805.6,34944.0,16.77,286,118.0,3.064
mc_R041608_003_c3.txt,2,S4,40605.7,34944.0,16.2,286,0.0,3.073
mc_R041608_003_c3.txt,3,S1,39066.6,33739.8,15.79,286,174.0,3.161
mc_R041608_003_c3.txt,3,S2,38989.3,33739.8,15.56,286,1.0,3.128
mc_R041608_003_c3.txt,3,S3,39066.6,33739.8,15.79,286,174.0,3.096
mc_R041608_003_c3.txt,3,S4,39309.4,33739.8,16.51,286,0.0,3.246
mc_R041608_004_c2.txt,2,S1,41342.6,35752.1,15.64,296,127.0,3.603
mc_R041608_004_c2.txt,2,S2,41387.3,35752.1,15.76,296,2.0,3.096
mc_R041608_004_c2.txt,2,S3,41342.6,35752.1,15.64,296,127.0,3.024
mc_R041608_004_c2.txt,2,S4,41463.1,35752.1,15.97,296,0.0,3.073
mc_R041608_004_c2.txt,3,S1,40075.5,34488.5,16.2,296,180.0,3.065
mc_R041608_004_c2.txt,3,S2,39902.9,34488.5,15.7,296,3.0,2.973
mc_R041608_004_c2.txt,3,S3,40075.5,34488.5,16.2,296,180.0,3.029
mc_R041608_004_c2.txt,3,S4,40225.5,34488.5,16.63,296,0.0,3.073
mc_R041608_004_c3.txt,2,S1,41342.6,35752.1,15.64,296,127.0,3.104
mc_R041608_004_c3.txt,2,S2,41387.3,35752.1,15.76,296,2.0,3.072
mc_R041608_004_c3.txt,2,S3,41342.6,35752.1,15.64,296,127.0,3.335
mc_R041608_004_c3.txt,2,S4,41463.1,35752.1,15.97,296,0.0,3.086
mc_R041608_004_c3.txt,3,S1,40075.5,34488.5,16.2,296,180.0,3.119
mc_R041608_004_c3.txt,3,S2,39902.9,34488.5,15.7,296,3.0,3.17
mc_R041608_004_c3.txt,3,S3,40075.5,34488.5,16.2,296,180.0,3.098
mc_R041608_004_c3.txt,3,S4,40225.5,34488.5,16.63,296,0.0,3.26
mc_R041608_005_c2.txt,2,S1,40920.0,35559.6,15.07,308,141.0,3.326
mc_R041608_005_c2.txt,2,S2,41249.6,35559.6,16.0,308,0.0,3.32
mc_R041608_005_c2.txt,2,S3,40920.0,35559.6,15.07,308,141.0,3.334
mc_R041608_005_c2.txt,2,S4,41064.8,35559.6,15.48,308,0.0,3.48
mc_R041608_005_c2.txt,3,S1,39833.1,34279.8,16.2,308,191.0,5.952
mc_R041608_005_c2.txt,3,S2,39816.2,34279.8,16.15,308,0.0,3.26
mc_R041608_005_c2.txt,3,S3,39833.1,34279.8,16.2,308,191.0,3.287
mc_R041608_005_c2.txt,3,S4,40173.8,34279.8,17.19,308,0.0,3.292
mc_R041608_005_c3.txt,2,S1,40920.0,35559.6,15.07,308,141.0,3.261
mc_R041608_005_c3.txt,2,S2,41249.6,35559.6,16.0,308,0.0,3.336
mc_R041608_005_c3.txt,2,S3,40920.0,35559.6,15.07,308,141.0,3.363
mc_R041608_005_c3.txt,2,S4,41064.8,35559.6,15.48,308,0.0,3.438
mc_R041608_005_c3.txt,3,S1,39833.1,34279.8,16.2,308,191.0,3.398
mc_R041608_005_c3.txt,3,S2,39816.2,34279.8,16.15,308,0.0,3.41
mc_R041608_005_c3.txt,3,S3,39833.1,34279.8,16.2,308,191.0,3.696
mc_R041608_005_c3.txt,3,S4,40173.8,34279.8,17.19,308,0.0,3.496
mc_R061606_001_c2.txt,2,S1,47880.7,42978.5,11.41,279,104.0,3.659
mc_R061606_001_c2.txt,2,S2,47633.3,42978.5,10.83,279,0.0,3.529
mc_R061606_001_c2.txt,2,S3,47880.7,42978.5,11.41,279,104.0,3.498
mc_R061606_001_c2.txt,2,S4,47655.9,42978.5,10.88,279,0.0,3.652
mc_R061606_001_c2.txt,3,S1,46644.2,41736.5,11.76,279,139.0,3.55
mc_R061606_001_c2.txt,3,S2,46300.9,41736.5,10.94,279,0.0,3.552
mc_R061606_001_c2.txt,3,S3,46644.2,41736.5,11.76,279,139.0,3.536
mc_R061606_001_c2.txt,3,S4,46421.8,41736.5,11.23,279,0.0,3.673
mc_R061606_001_c3.txt,2,S1,47880.7,42978.5,11.41,279,104.0,3.603
mc_R061606_001_c3.txt,2,S2,47633.3,42978.5,10.83,279,0.0,3.609
mc_R061606_001_c3.txt,2,S3,47880.7,42978.5,11.41,279,104.0,3.609
mc_R061606_001_c3.txt,2,S4,47655.9,42978.5,10.88,279,0.0,3.458
mc_R061606_001_c3.txt,3,S1,46644.2,41736.5,11.76,279,139.0,3.378
mc_R061606_001_c3.txt,3,S2,46300.9,41736.5,10.94,279,0.0,3.335
mc_R061606_001_c3.txt,3,S3,46644.2,41736.5,11.76,279,139.0,3.324
mc_R061606_001_c3.txt,3,S4,46421.8,41736.5,11.23,279,0.0,3.416
mc_R061606_002_c2.txt,2,S1,47826.6,42349.0,12.93,278,106.0,3.314
mc_R061606_002_c2.txt,2,S2,47157.8,42349.0,11.36,278,0.0,3.259
mc_R061606_002_c2.txt,2,S3,47826.6,42349.0,12.93,278,106.0,3.349
mc_R061606_002_c2.txt,2,S4,47214.8,42349.0,11.49,278,0.0,3.315
mc_R061606_002_c2.txt,3,S1,46796.4,41139.4,13.75,278,162.0,3.4
mc_R061606_002_c2.txt,3,S2,46490.6,41139.4,13.01,278,0.0,3.357
mc_R061606_002_c2.txt,3,S3,46796.4,41139.4,13.75,278,162.0,3.286
mc_R061606_002_c2.txt,3,S4,46079.2,41139.4,12.01,278,0.0,3.317
mc_R061606_002_c3.txt,2,S1,47826.6,42349.0,12.93,278,106.0,3.432
mc_R061606_002_c3.txt,2,S2,47157.8,42349.0,11.36,278,0.0,3.354
mc_R061606_002_c3.txt,2,S3,47826.6,42349.0,12.93,278,106.0,3.312
mc_R061606_002_c3.txt,2,S4,47214.8,42349.0,11.49,278,0.0,3.366
mc_R061606_002_c3.txt,3,S1,46796.4,41139.4,13.75,278,162.0,3.418
mc_R061606_002_c3.txt,3,S2,46490.6,41139.4,13.01,278,0.0,3.282
mc_R061606_002_c3.txt,3,S3,46796.4,41139.4,13.75,278,162.0,3.395
mc_R061606_002_c3.txt,3,S4,46079.2,41139.4,12.01,278,0.0,3.35
mc_R061606_003_c2.txt,2,S1,47156.1,42178.8,11.8,267,101.0,3.224
mc_R061606_003_c2.txt,2,S2,46566.9,42178.8,10.4,267,1.0,3.084
mc_R061606_003_c2.txt,2,S3,47156.1,42178.8,11.8,267,101.0,3.096
mc_R061606_003_c2.txt,2,S4,46712.5,42178.8,10.75,267,0.0,3.06
mc_R061606_003_c2.txt,3,S1,45799.5,40958.4,11.82,267,149.0,3.084
mc_R061606_003_c2.txt,3,S2,45779.8,40958.4,11.77,267,0.0,3.174
mc_R061606_003_c2.txt,3,S3,45799.5,40958.4,11.82,267,149.0,3.089
mc_R061606_003_c2.txt,3,S4,45636.8,40958.4,11.42,267,0.0,3.127
mc_R061606_003_c3.txt,2,S1,47156.1,42178.8,11.8,267,101.0,3.254
mc_R061606_003_c3.txt,2,S2,46566.9,42178.8,10.4,267,1.0,3.144
mc_R061606_003_c3.txt,2,S3,47156.1,42178.8,11.8,267,101.0,3.203
mc_R061606_003_c3.txt,2,S4,46712.5,42178.8,10.75,267,0.0,3.112
mc_R061606_003_c3.txt,3,S1,45799.5,40958.4,11.82,267,149.0,3.117
mc_R061606_003_c3.txt,3,S2,45779.8,40958.4,11.77,267,0.0,3.152
mc_R061606_003_c3.txt,3,S3,45799.5,40958.4,11.82,267,149.0,3.245
mc_R061606_003_c3.txt,3,S4,45636.8,40958.4,11.42,267,0.0,3.99
mc_R061606_004_c2.txt,2,S1,46375.1,42001.8,10.41,261,96.0,3.353
mc_R061606_004_c2.txt,2,S2,45930.7,42001.8,9.35,261,4.0,3.159
mc_R061606_004_c2.txt,2,S3,46375.1,42001.8,10.41,261,96.0,3.257
mc_R061606_004_c2.txt,2,S4,46128.9,42001.8,9.83,261,0.0,3.313
mc_R061606_004_c2.txt,3,S1,45372.2,40824.6,11.14,261,143.0,3.431
mc_R061606_004_c2.txt,3,S2,44897.2,40824.6,9.98,261,2.0,3.188
mc_R061606_004_c2.txt,3,S3,45372.2,40824.6,11.14,261,143.0,3.293
mc_R061606_004_c2.txt,3,S4,45168.0,40824.6,10.64,261,0.0,3.352
mc_R061606_004_c3.txt,2,S1,46375.1,42001.8,10.41,261,96.0,3.318
mc_R061606_004_c3.txt,2,S2,45930.7,42001.8,9.35,261,4.0,3.221
mc_R061606_004_c3.txt,2,S3,46375.1,42001.8,10.41,261,96.0,3.14
mc_R061606_004_c3.txt,2,S4,46128.9,42001.8,9.83,261,0.0,3.17
mc_R061606_004_c3.txt,3,S1,45372.2,40824.6,11.14,261,143.0,3.162
mc_R061606_004_c3.txt,3,S2,44897.2,40824.6,9.98,261,2.0,3.181
mc_R061606_004_c3.txt,3,S3,45372.2,40824.6,11.14,261,143.0,3.179
mc_R061606_004_c3.txt,3,S4,45168.0,40824.6,10.64,261,0.0,3.215
mc_R061606_005_c2.txt,2,S1,47906.3,42379.3,13.04,275,107.0,3.359
mc_R061606_005_c2.txt,2,S2,47427.9,42379.3,11.91,275,0.0,3.36
mc_R061606_005_c2.txt,2,S3,47906.3,42379.3,13.04,275,107.0,3.36
mc_R061606_005_c2.txt,2,S4,47696.5,42379.3,12.55,275,0.0,3.424
mc_R061606_005_c2.txt,3,S1,46713.2,41137.3,13.55,275,153.0,3.397
mc_R061606_005_c2.txt,3,S2,46367.7,41137.3,12.71,275,1.0,3.471
mc_R061606_005_c2.txt,3,S3,46713.2,41137.3,13.55,275,153.0,3.508
mc_R061606_005_c2.txt,3,S4,46446.1,41137.3,12.91,275,0.0,3.523
mc_R061606_005_c3.txt,2,S1,47906.3,42379.3,13.04,275,107.0,4.499
mc_R061606_005_c3.txt,2,S2,47427.9,42379.3,11.91,275,0.0,4.029
mc_R061606_005_c3.txt,2,S3,47906.3,42379.3,13.04,275,107.0,3.625
mc_R061606_005_c3.txt,2,S4,47696.5,42379.3,12.55,275,0.0,3.632
mc_R061606_005_c3.txt,3,S1,46713.2,41137.3,13.55,275,153.0,3.681
mc_R061606_005_c3.txt,3,S2,46367.7,41137.3,12.71,275,1.0,3.611
mc_R061606_005_c3.txt,3,S3,46713.2,41137.3,13.55,275,153.0,3.651
mc_R061606_005_c3.txt,3,S4,46446.1,41137.3,12.91,275,0.0,4.565
mc_R061608_001_c2.txt,2,S1,66807.5,56612.8,18.01,462,186.0,6.549
mc_R061608_001_c2.txt,2,S2,66368.1,56612.8,17.23,462,1.0,6.255
mc_R061608_001_c2.txt,2,S3,66807.5,56612.8,18.01,462,186.0,5.979
mc_R061608_001_c2.txt,2,S4,66434.7,56612.8,17.35,462,0.0,5.735
mc_R061608_001_c2.txt,3,S1,65427.8,54809.2,19.37,462,256.0,5.681
mc_R061608_001_c2.txt,3,S2,65422.6,54809.2,19.36,462,2.0,5.741
mc_R061608_001_c2.txt,3,S3,65427.8,54809.2,19.37,462,256.0,5.792
mc_R061608_001_c2.txt,3,S4,65052.0,54809.2,18.69,462,0.0,5.763
mc_R061608_001_c3.txt,2,S1,66807.5,56612.8,18.01,462,186.0,5.76
mc_R061608_001_c3.txt,2,S2,66368.1,56612.8,17.23,462,1.0,5.66
mc_R061608_001_c3.txt,2,S3,66807.5,56612.8,18.01,462,186.0,5.784
mc_R061608_001_c3.txt,2,S4,66434.7,56612.8,17.35,462,0.0,5.662
mc_R061608_001_c3.txt,3,S1,65427.8,54809.2,19.37,462,256.0,5.774
mc_R061608_001_c3.txt,3,S2,65422.6,54809.2,19.36,462,2.0,5.558
mc_R061608_001_c3.txt,3,S3,65427.8,54809.2,19.37,462,256.0,5.645
mc_R061608_001_c3.txt,3,S4,65052.0,54809.2,18.69,462,0.0,5.556
mc_R061608_002_c2.txt,2,S1,67067.6,56782.6,18.11,457,182.0,5.424
mc_R061608_002_c2.txt,2,S2,66205.2,56782.6,16.59,457,0.0,5.454
mc_R061608_002_c2.txt,2,S3,67067.6,56782.6,18.11,457,182.0,5.48
mc_R061608_002_c2.txt,2,S4,66447.4,56782.6,17.02,457,0.0,5.456
mc_R061608_002_c2.txt,3,S1,65553.4,55016.8,19.15,457,259.0,5.53
mc_R061608_002_c2.txt,3,S2,65109.2,55016.8,18.34,457,1.0,5.474
mc_R061608_002_c2.txt,3,S3,65553.4,55016.8,19.15,457,259.0,5.534
mc_R061608_002_c2.txt,3,S4,65388.4,55016.8,18.85,457,0.0,5.578
mc_R061608_002_c3.txt,2,S1,67067.6,56782.6,18.11,457,182.0,5.57
mc_R061608_002_c3.txt,2,S2,66205.2,56782.6,16.59,457,0.0,5.681
mc_R061608_002_c3.txt,2,S3,67067.6,56782.6,18.11,457,182.0,5.828
mc_R061608_002_c3.txt,2,S4,66447.4,56782.6,17.02,457,0.0,5.675
mc_R061608_002_c3.txt,3,S1,65553.4,55016.8,19.15,457,259.0,5.568
mc_R061608_002_c3.txt,3,S2,65109.2,55016.8,18.34,457,1.0,5.491
mc_R061608_002_c3.txt,3,S3,65553.4,55016.8,19.15,457,259.0,5.57
mc_R061608_002_c3.txt,3,S4,65388.4,55016.8,18.85,457,0.0,5.743
mc_R061608_003_c2.txt,2,S1,66295.5,56995.2,16.32,439,179.0,6.121
mc_R061608_003_c2.txt,2,S2,65802.7,56995.2,15.45,439,0.0,5.787
mc_R061608_003_c2.txt,2,S3,66295.5,56995.2,16.32,439,179.0,5.573
mc_R061608_003_c2.txt,2,S4,66135.7,56995.2,16.04,439,0.0,5.58
mc_R061608_003_c2.txt,3,S1,64981.6,55143.0,17.84,439,246.0,5.687
mc_R061608_003_c2.txt,3,S2,64807.4,55143.0,17.53,439,0.0,5.754
mc_R061608_003_c2.txt,3,S3,64981.6,55143.0,17.84,439,246.0,5.95
mc_R061608_003_c2.txt,3,S4,64592.5,55143.0,17.14,439,0.0,5.866
mc_R061608_003_c3.txt,2,S1,66295.5,56995.2,16.32,439,179.0,6.046
mc_R061608_003_c3.txt,2,S2,65802.7,56995.2,15.45,439,0.0,5.785
mc_R061608_003_c3.txt,2,S3,66295.5,56995.2,16.32,439,179.0,5.608
mc_R061608_003_c3.txt,2,S4,66135.7,56995.2,16.04,439,0.0,5.749
mc_R061608_003_c3.txt,3,S1,64981.6,55143.0,17.84,439,246.0,5.611
mc_R061608_003_c3.txt,3,S2,64807.4,55143.0,17.53,439,0.0,5.882
mc_R061608_003_c3.txt,3,S3,64981.6,55143.0,17.84,439,246.0,5.62
mc_R061608_003_c3.txt,3,S4,64592.5,55143.0,17.14,439,0.0,5.601
mc_R061608_004_c2.txt,2,S1,66854.2,57582.4,16.1,456,187.0,5.827
mc_R061608_004_c2.txt,2,S2,66528.9,57582.4,15.54,456,0.0,8.061
mc_R061608_004_c2.txt,2,S3,66854.2,57582.4,16.1,456,187.0,5.938
mc_R061608_004_c2.txt,2,S4,66548.9,57582.4,15.57,456,0.0,5.824
mc_R061608_004_c2.txt,3,S1,65147.2,55789.6,16.77,456,263.0,5.911
mc_R061608_004_c2.txt,3,S2,65035.2,55789.6,16.57,456,0.0,6.03
mc_R061608_004_c2.txt,3,S3,65147.2,55789.6,16.77,456,263.0,6.198
mc_R061608_004_c2.txt,3,S4,65068.5,55789.6,16.63,456,0.0,6.345
mc_R061608_004_c3.txt,2,S1,66854.2,57582.4,16.1,456,187.0,5.601
mc_R061608_004_c3.txt,2,S2,66528.9,57582.4,15.54,456,0.0,5.621
mc_R061608_004_c3.txt,2,S3,66854.2,57582.4,16.1,456,187.0,5.719
mc_R061608_004_c3.txt,2,S4,66548.9,57582.4,15.57,456,0.0,5.489
mc_R061608_004_c3.txt,3,S1,65147.2,55789.6,16.77,456,263.0,6.142
mc_R061608_004_c3.txt,3,S2,65035.2,55789.6,16.57,456,0.0,5.586
mc_R061608_004_c3.txt,3,S3,65147.2,55789.6,16.77,456,263.0,5.614
mc_R061608_004_c3.txt,3,S4,65068.5,55789.6,16.63,456,0.0,5.699
mc_R061608_005_c2.txt,2,S1,67620.8,58378.2,15.83,459,189.0,5.749
mc_R061608_005_c2.txt,2,S2,67117.4,58378.2,14.97,459,1.0,5.732
mc_R061608_005_c2.txt,2,S3,67620.8,58378.2,15.83,459,189.0,5.749
mc_R061608_005_c2.txt,2,S4,67243.6,58378.2,15.19,459,0.0,5.773
mc_R061608_005_c2.txt,3,S1,66281.9,56520.6,17.27,459,257.0,5.893
mc_R061608_005_c2.txt,3,S2,65577.1,56520.6,16.02,459,3.0,5.789
