dataset,instance,method,cost,lb,gap,time_s
Lee_upsidedown,U081606_0570_002.txt,Lin2015,84462.6,66918.6,26.22,12.689
Lee_upsidedown,U081606_0570_002.txt,Kim2016,106328.3,66918.6,58.89,18.253
Lee_upsidedown,U081606_0570_002.txt,Leveling,74011.8,66918.6,10.6,17.819
Lee_upsidedown,U081606_0570_002.txt,Durasevic2025,111257.1,66918.6,66.26,24.785
Lee_upsidedown,U081606_0570_002.txt,NearestStack,130840.9,66918.6,95.52,3.492
Lee_upsidedown,U081606_0570_002.txt,LowestHeight,126944.7,66918.6,89.7,3.25
Lee_upsidedown,U101606_0720_001.txt,OriginalModel,92400.7,88442.3,4.48,19.68
Lee_upsidedown,U101606_0720_001.txt,ZeroShot,91525.6,88442.3,3.49,22.922
Lee_upsidedown,U101606_0720_001.txt,Lin2015,111849.5,88442.3,26.47,29.82
Lee_upsidedown,U101606_0720_001.txt,Kim2016,145002.1,88442.3,63.95,21.126
Lee_upsidedown,U101606_0720_001.txt,Leveling,100661.8,88442.3,13.82,19.414
Lee_upsidedown,U101606_0720_001.txt,Durasevic2025,144791.0,88442.3,63.71,20.776
Lee_upsidedown,U101606_0720_001.txt,NearestStack,167178.8,88442.3,89.03,11.132
Lee_upsidedown,U101606_0720_001.txt,LowestHeight,167747.7,88442.3,89.67,4.708
Lee_upsidedown,U101606_0720_002.txt,OriginalModel,92769.8,89142.2,4.07,27.183
Lee_upsidedown,U101606_0720_002.txt,ZeroShot,92029.2,89142.2,3.24,20.292
Lee_upsidedown,U101606_0720_002.txt,Lin2015,111400.2,89142.2,24.97,31.338
Lee_upsidedown,U101606_0720_002.txt,Kim2016,142327.1,89142.2,59.66,24.864
Lee_upsidedown,U101606_0720_002.txt,Leveling,100249.4,89142.2,12.46,32.079
Lee_upsidedown,U101606_0720_002.txt,Durasevic2025,144262.1,89142.2,61.83,27.795
Lee_upsidedown,U101606_0720_002.txt,NearestStack,162092.0,89142.2,81.84,5.972
Lee_upsidedown,U101606_0720_002.txt,LowestHeight,163993.2,89142.2,83.97,6.5
